image,attncheck_correct,response,attncheck_response,slide_number,vignette,audio,sentence,workerid,writer,kind,attncheck,slide_type,rating,Answer.time_in_minutes,condition,order
,choice1,,choice1,,shellfish,,"Writer 1: I broke out in hives shortly after eating shellfish last week. <p>
Writer 2: Because the shellfish must have caused my hives, I decided I’d never eat shellfish again. <p>
Writer 3. <b> My doctor let me know today that I have a rare disease that is to blame for my hives. </b>",182,Writer 3,backshifting,What did the narrator eat in the story?,,5,0.94045,must,1
Susan,,"[0, 'Susan']",,1,,,,183,,,,bot_check,,1.396,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because Joe and Suzie must be cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>
",183,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,1,1.396,must,1
Barbara,,"[0, 'Barbara']",,1,,,,184,,,,bot_check,,1.08745,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because Joe and Suzie must be cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>
",184,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,2,1.08745,must,1
Susan,,"[0, 'Susan']",,1,,,,185,,,,bot_check,,0.62835,,
,choice1,,choice1,,train,,"Writer 1: Joe knows that his coworker Suzie rides the 5:30pm train home from work. It’s 5:30pm, and Joe has boarded the train. <p>
Writer 2: Because Suzie must be on the train, Joe tries to find her so they can ride together. <p>
Writer 3: <b> Suzie is sick, so she stayed home from work and didn’t ride the train today. </b>
",185,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,3,0.62835,must,1
Susan,,"[0, 'Susan']",,1,,,,186,,,,bot_check,,1.1382333333333334,,
,choice2,,choice2,,dog,,"Writer 1: There was cereal littered all over my kitchen floor this morning. <p>
Writer 2: Because it was clear that my dog Fido had gotten into the pantry last night, I sent him to the garage as punishment. <p>
Writer 3: <b> My wife told me later that I caused the mess in the kitchen while sleepwalking last night. </b>",186,Writer 3,backshifting,What is the name of the dog in the story?,,7,1.1382333333333334,clear,1
Margaret,,"[0, 'Margaret']",,1,,,,187,,,,bot_check,,1.6099333333333334,,
,choice1,,choice1,,rain,,"Writer 1: My roommate John's soaking wet shoes and jacket were hanging up to dry in our hallway. <p>
Writer 2: Because it was clear that it was raining outside, I decided not to go on my daily jog. <p>
Writer 3: <b> John was sprayed by a sprinkler on his way home. It was sunny all day today.  </b>",187,Writer 3,backshifting,What is the name of the roommate in the story?,,1,1.6099333333333334,clear,1
Patricia,,"[0, 'Patricia']",,1,,,,105,,,,bot_check,,1.2681333333333333,,
,choice2,,choice2,,dog,,"Writer 1: There was cereal littered all over my kitchen floor this morning. <p>
Writer 2: Because my dog Fido must have gotten into the pantry last night, I sent him to the garage as punishment. <p>
Writer 3: <b> My wife told me later that I caused the mess in the kitchen while sleepwalking last night. </b>",105,Writer 3,backshifting,What is the name of the dog in the story?,,1,1.2681333333333333,must,1
Patricia,,"[0, 'Patricia']",,1,,,,188,,,,bot_check,,2.7931833333333334,,
,choice1,,choice1,,train,,"Writer 1: Joe knows that his coworker Suzie rides the 5:30pm train home from work. It’s 5:30pm, and Joe has boarded the train. <p>
Writer 2: Because Suzie must be on the train, Joe tries to find her so they can ride together. <p>
Writer 3: <b> Suzie is sick, so she stayed home from work and didn’t ride the train today. </b>
",188,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,3,2.7931833333333334,must,1
Elizabeth,,"[0, 'Elizabeth']",,1,,,,61,,,,bot_check,,0.27136666666666664,,
,choice1,,choice1,,train,,"Writer 1: Joe knows that his coworker Suzie rides the 5:30pm train home from work. It’s 5:30pm, and Joe has boarded the train. <p>
Writer 2: Because Suzie is on the train, Joe tries to find her so they can ride together. <p>
Writer 3: <b> Suzie is sick, so she stayed home from work and didn’t ride the train today. </b>",61,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,6,0.27136666666666664,bare,1
Elizabeth,,"[0, 'Elizabeth']",,1,,,,62,,,,bot_check,,0.8872,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because a wildfire must be approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>
",62,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,5,0.8872,must,1
Jessica,,"[0, 'Jessica']",,1,,,,189,,,,bot_check,,3.0940833333333333,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because a wildfire must be approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>
",189,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,4,3.0940833333333333,must,1
Margaret,,"[0, 'Margaret']",,1,,,,190,,,,bot_check,,1.413,,
,choice1,,choice1,,roof,,"Writer 1: Annie lives in an old house with a faulty plumbing system. Today, she wakes up to find a large puddle in her kitchen. <p>
Writer 2: Because a plumbing issue is to blame for the puddle, she calls her local plumber. <p>
Writer 3: <b> It’s raining today, and a leak in the roof caused the puddle in Annie’s kitchen. </b>",190,Writer 3,3rdpartyshift,What is the name of the character in the story?,,6,1.413,bare,1
Sarah,,"[0, 'Sarah']",,1,,,,191,,,,bot_check,,0.8611833333333333,,
,choice1,,choice1,,rain,,"Writer 1: My roommate John's soaking wet shoes and jacket were hanging up to dry in our hallway. <p>
Writer 2: Because it was raining outside, I decided not to go on my daily jog. <p>
Writer 3: <b> John was sprayed by a sprinkler on his way home. It was sunny all day today.  </b>",191,Writer 3,backshifting,What is the name of the roommate in the story?,,2,0.8611833333333333,bare,1
Barbara,,"[0, 'Barbara']",,1,,,,192,,,,bot_check,,0.8429166666666666,,
,choice1,,choice1,,train,,"Writer 1: Joe knows that his coworker Suzie rides the 5:30pm train home from work. It’s 5:30pm, and Joe has boarded the train. <p>
Writer 2: Because Suzie must be on the train, Joe tries to find her so they can ride together. <p>
Writer 3: <b> Suzie is sick, so she stayed home from work and didn’t ride the train today. </b>
",192,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,2,0.8429166666666666,must,1
Sarah,,"[0, 'Sarah']",,1,,,,66,,,,bot_check,,1.1299666666666666,,
,choice2,,choice2,,bus,,"Writer 1: I got to my bus stop five minutes after my bus was scheduled to come. <p>
Writer 2: Because I missed my bus, I called an Uber. <p>
Writer 3: <b> My bus was running late this morning; it arrived at my bus stop shortly after my Uber came. </b>
",66,Writer 3,backshifting,Where does the narrator go in the story?,,2,1.1299666666666666,bare,1
Elizabeth,,"[0, 'Elizabeth']",,1,,,,193,,,,bot_check,,0.6634666666666666,,
,choice1,,choice1,,roof,,"Writer 1: Annie lives in an old house with a faulty plumbing system. Today, she wakes up to find a large puddle in her kitchen. <p>
Writer 2: Because it's clear that a plumbing issue is to blame for the puddle, she calls her local plumber. <p>
Writer 3: <b> It’s raining today, and a leak in the roof caused the puddle in Annie’s kitchen. </b>
",193,Writer 3,3rdpartyshift,What is the name of the character in the story?,,1,0.6634666666666666,clear,1
Linda,,"[0, 'Linda']",,1,,,,194,,,,bot_check,,1.5401,,
,choice2,,choice2,,bus,,"Writer 1: I got to my bus stop five minutes after my bus was scheduled to come. <p>
Writer 2: Because I must have missed my bus, I called an Uber. <p>
Writer 3: <b> My bus was running late this morning; it arrived at my bus stop shortly after my Uber came. </b>
",194,Writer 3,backshifting,Where does the narrator go in the story?,,7,1.5401,must,1
Susan,,"[0, 'Susan']",,1,,,,195,,,,bot_check,,0.9312666666666667,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because it's clear that Joe and Suzie are cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>",195,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,1,0.9312666666666667,clear,1
Sarah,,"[0, 'Sarah']",,1,,,,196,,,,bot_check,,0.72275,,
,choice1,,choice1,,beach,," Writer 1: John is trying to decide where to go on vacation. 
 <p>
 Writer 2: He loves the beach, so he's considering going to Florida. 
 <p>
 Writer 3:  <b> He's also considering San Diego for the same reason. </b>",196,Writer 3,control,What is the name of the person in the story?,,5,0.72275,good,1
Jessica,,"[0, 'Jessica']",,1,,,,197,,,,bot_check,,1.0001666666666666,,
,choice1,,choice1,,rain,,"Writer 1: My roommate John's soaking wet shoes and jacket were hanging up to dry in our hallway. <p>
Writer 2: Because it was raining outside, I decided not to go on my daily jog. <p>
Writer 3: <b> John was sprayed by a sprinkler on his way home. It was sunny all day today.  </b>",197,Writer 3,backshifting,What is the name of the roommate in the story?,,2,1.0001666666666666,bare,1
Sarah,,"[0, 'Sarah']",,1,,,,198,,,,bot_check,,2.368,,
,choice2,,choice2,,wildfire,,"Writer 1: The fire department has warned residents of Joan's neighborhood that there is an extreme risk of wildfire this week. Now, Joan smells smoke outside. <p>
Writer 2: Because a wildfire is approaching Joan’s neighborhood, she rushes to gather her belongings and gets ready to flee. <p>
Writer 3: <b> The only smoke in Joan's neighborhood is coming from her neighbor's barbecue. </b>",198,Writer 3,3rdpartyshift,What is the name of a character mentioned in the story?,,5,2.368,bare,1
Sarah,,"[0, 'Sarah']",,1,,,,143,,,,bot_check,,1.5382333333333333,,
,choice2,,choice2,,bus,,"Writer 1: I got to my bus stop five minutes after my bus was scheduled to come. <p>
Writer 2: Because I must have missed my bus, I called an Uber. <p>
Writer 3: <b> My bus was running late this morning; it arrived at my bus stop shortly after my Uber came. </b>
",143,Writer 3,backshifting,Where does the narrator go in the story?,,7,1.5382333333333333,must,1
Linda,,"[0, 'Linda']",,1,,,,199,,,,bot_check,,1.8484,,
,choice2,,choice2,,bus,,"Writer 1: I got to my bus stop five minutes after my bus was scheduled to come. <p>
Writer 2: Because I missed my bus, I called an Uber. <p>
Writer 3: <b> My bus was running late this morning; it arrived at my bus stop shortly after my Uber came. </b>
",199,Writer 3,backshifting,Where does the narrator go in the story?,,2,1.8484,bare,1
Sarah,,"[0, 'Sarah']",,1,,,,200,,,,bot_check,,1.3181333333333334,,
,choice2,,choice2,,dog,,"Writer 1: There was cereal littered all over my kitchen floor this morning. <p>
Writer 2: Because my dog Fido must have gotten into the pantry last night, I sent him to the garage as punishment. <p>
Writer 3: <b> My wife told me later that I caused the mess in the kitchen while sleepwalking last night. </b>",200,Writer 3,backshifting,What is the name of the dog in the story?,,7,1.3181333333333334,must,1
Margaret,,"[0, 'Margaret']",,1,,,,201,,,,bot_check,,1.8050833333333334,,
,choice2,,choice1,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because it's clear that Joe and Suzie are cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>",201,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,2,1.8050833333333334,clear,1
Sarah,,"[0, 'Sarah']",,1,,,,202,,,,bot_check,,2.3819833333333333,,
,choice2,,choice2,,exam,,"Writer 1: Mr. Peterson sees that two of his students, Joe and Suzie, have had identical answers on every exam this semester. <p>
Writer 2: Because Joe and Suzie must be cheating in his class, Mr. Peterson reports them to the school's administrators. <p>
Writer 3: <b> Joe and Suzie are doing honest work in Mr. Peterson's class - they have never even discussed the exams together. </b>
",202,Writer 3,3rdpartyshift,What is the name of the teacher in the story?,,1,2.3819833333333333,must,1
Patricia,,"[0, 'Patricia']",,1,,,,203,,,,bot_check,,2.6737333333333333,,
,choice2,,choice2,,dog,,"Writer 1: There was cereal littered all over my kitchen floor this morning. <p>
Writer 2: Because my dog Fido had gotten into the pantry last night, I sent him to the garage as punishment. <p>
Writer 3: <b> My wife told me later that I caused the mess in the kitchen while sleepwalking last night. </b>",203,Writer 3,backshifting,What is the name of the dog in the story?,,6,2.6737333333333333,bare,1
Mary,,"[0, 'Mary']",,1,,,,204,,,,bot_check,,1.0002,,
,choice1,,choice1,,roof,,"Writer 1: Annie lives in an old house with a faulty plumbing system. Today, she wakes up to find a large puddle in her kitchen. <p>
Writer 2: Because it's clear that a plumbing issue is to blame for the puddle, she calls her local plumber. <p>
Writer 3: <b> It’s raining today, and a leak in the roof caused the puddle in Annie’s kitchen. </b>
",204,Writer 3,3rdpartyshift,What is the name of the character in the story?,,1,1.0002,clear,1
